,article_id,Reference_paper_id,Reference_paper_doi,Reference _paper_title,Reference_paper_venue,Reference_paper_year,Intent,Is_influential
2229,10.1055/s-0039-1681088,593b62dc424ef4d6679454750ce5106b1e3ff94d,10.1016/j.jdent.2013.01.008,Impact of periodontitis on oral health-related quality of life.,Journal of dentistry,2013,,False
2230,10.1055/s-0039-1681088,72acdf3cf096a7753dfaaa0b68ddada4196bd843,10.1111/jcpe.12106,Effects of smoking cessation on the outcomes of non-surgical periodontal therapy: a systematic review and individual patient data meta-analysis.,Journal of clinical periodontology,2013,,False
2231,10.1055/s-0039-1681088,8d49381b3b31a945cfbb0dd3650a6872fc8dceed,10.1177/0022034513490168,Global Burden of Oral Conditions in 1990-2010,Journal of dental research,2013,,False
2232,10.1055/s-0039-1681088,9e03d136bfcf561f321c850a969eea50a104cd87,10.1016/j.jdent.2013.04.006,Reusing electronic patient data for dental clinical research: a review of current status.,Journal of dentistry,2013,,False
2233,10.1055/s-0039-1681088,ee06bd7ca8c30800f7e39a07e8b9522f8a54d8d3,10.3390/ijerph10094186,Gold Standard Program for Heavy Smokers in a Real-Life Setting,International journal of environmental research and public health,2013,,False
2234,10.1055/s-0039-1681088,031af53111dc9b4fa0a46ae4b0e30cf11db3e3e1,10.1016/j.jbi.2014.05.002,Evaluating the effects of machine pre-annotation and an interactive annotation interface on manual de-identification of clinical text,J. Biomed. Informatics,2014,,False
2235,10.1055/s-0039-1681088,676b97ada6e2a494d244eb21d16a02e5138b0a62,10.1002/J.0022-0337.2014.78.1.TB05654.X,Integrating tobacco dependence counseling into electronic dental records: a multi-method approach.,Journal of dental education,2014,,False
2236,10.1055/s-0039-1681088,e0538b4428510eaa1ce454d759bba682ddc78585,10.1093/bib/bbs084,A survey on annotation tools for the biomedical literature,Briefings Bioinform.,2014,,False
2237,10.1055/s-0039-1681088,f388b3ee0efd62b64dfa77d78e7dac1236fcc478,10.1109/EMBC.2014.6944182,Identifying and extracting patient smoking status information from clinical narrative texts in Spanish,2014 36th Annual International Conference of the IEEE Engineering in Medicine and Biology Society,2014,,False
2238,10.1055/s-0039-1681088,23910ea17fc0a4b862d83566c542eb5a5c0fa5d6,10.1176/appi.ajp.2014.14030423,Validation of electronic health record phenotyping of bipolar disorder cases and controls.,The American journal of psychiatry,2015,,False
2239,10.1055/s-0039-1681088,2ea1c1fe44030884b2001163fe2fc2906fa2626c,10.1016/j.jbi.2015.07.001,Identifying risk factors for heart disease over time: Overview of 2014 i2b2/UTHealth shared task Track 2,J. Biomed. Informatics,2015,,False
2240,10.1055/s-0039-1681088,4d9bb48ab2c0668cf0d43a30b88e4804c9b18c0e,10.18653/v1/W15-3818,A preliminary study on automatic identification of patient smoking status in unstructured electronic health records,BioNLP@IJCNLP,2015,,False
2241,10.1055/s-0039-1681088,653663cd4199a761713a61f186e34b5d1310f6b4,10.1902/jop.2014.140452,Impact of cigarette smoking on clinical outcomes of periodontal flap surgical procedures: a systematic review and meta-analysis.,Journal of periodontology,2015,,False
2242,10.1055/s-0039-1681088,070c2bad18c20e79e918d93582c398aad6b059cb,,"Smoking, Smokeless Tobacco, and Alcohol Consumption as Contributing Factors to Periodontal Disease.",Northwest dentistry,2016,,False
2243,10.1055/s-0039-1681088,769cc5bb9f08bca891e324384f643a1e679de73a,10.4137/CIN.S40604,Comparison of Three Information Sources for Smoking Information in Electronic Health Records,Cancer informatics,2016,,False
2244,10.1055/s-0039-1681088,cef326ea6df8767da1edd16e86701fb9caa6ea11,10.1111/prd.12120,The tobacco-using periodontal patient: role of the dental practitioner in tobacco cessation and periodontal disease management.,Periodontology 2000,2016,,False
2245,10.1055/s-0039-1681088,c6d5b537387e782a942b6d630adfb86525e97b1e,10.3233/978-1-61499-830-3-1166,Characterizing Restorative Dental Treatments of Sjögren's Syndrome Patients Using Electronic Dental Records Data,MedInfo,2017,,False
2246,10.1055/s-0039-1681088,1905b6c7274cb17a60e1c91a70bb1e868a5d21fc,10.1016/j.adaj.2018.05.030,Bridging the dental-medical divide: Case studies integrating oral health care and primary health care.,Journal of the American Dental Association,2018,,False
2247,10.5210/ojphi.v11i2.10131,45103351468490e07040dc786854936a72cf7652,10.14219/JADA.ARCHIVE.2013.0013,Electronic dental record use and clinical information management patterns among practitioner-investigators in The Dental Practice-Based Research Network.,Journal of the American Dental Association,2013,,False
2248,10.5210/ojphi.v11i2.10131,4a6c13e8a34d188c7f0827aa74f7c72bb4c95cdd,10.1177/0022034513487560,Using Electronic Dental Record Data for Research,Journal of dental research,2013,,False
2249,10.5210/ojphi.v11i2.10131,06d8050cc2ce01704848ce1e0152bd348e61c392,10.1111/edt.12148,Epidemiology and outcomes of dental trauma cases from an urban pediatric emergency department.,Dental traumatology : official publication of International Association for Dental Traumatology,2015,,False
2250,10.5210/ojphi.v11i2.10131,9ef596182d3411086fb4035f85b98fbff7d9fb24,10.1186/1748-5908-10-S1-A6,Implementation of an electronic dental record tool to increase referrals to a tobacco counseling quit line,Implementation Science,2015,,False
2251,10.5210/ojphi.v11i2.10131,d1e9aa2423639e0ee8e55ced8aba016e9978d58f,,Variables Affecting General Anesthesia Time for Pediatric Dental Cases.,Pediatric dentistry,2015,,False
2252,10.5210/ojphi.v11i2.10131,0d5657283b93904b2e3e833867408f9e6bb56a81,10.1377/HLTHAFF.2016.0886,The Dental-Medical Divide.,Health affairs,2016,background,False
2253,10.5210/ojphi.v11i2.10131,11c2d44848c690e0f45a121f7441ad11842b7f87,10.1001/jamainternmed.2016.0209,The Burden of Inbox Notifications in Commercial Electronic Health Records.,JAMA internal medicine,2016,,False
2254,10.5210/ojphi.v11i2.10131,4744fe3b6182274f29f608cb6c820dd2a3be926a,10.1093/jamia/ocv189,"SMART on FHIR: a standards-based, interoperable apps platform for electronic health records",J. Am. Medical Informatics Assoc.,2016,,False
2255,10.5210/ojphi.v11i2.10131,9539c5fb23139669733bf8992b6202dba3c60146,10.1001/jamacardio.2016.3826,Risk Prediction With Electronic Health Records: The Importance of Model Validation and Clinical Context.,JAMA cardiology,2016,,False
2256,10.5210/ojphi.v11i2.10131,99596a4aa98d8b52c700ab205de1850b98b0b8b4,10.1016/j.jebdp.2016.07.001,Clinical documentation of dental care in an era of electronic health record use.,The journal of evidence-based dental practice,2016,,False
2257,10.5210/ojphi.v11i2.10131,9b591f98f894a6bb59731b787f4a2c5ddecffb2b,10.1002/J.0022-0337.2016.80.8.TB06174.X,The Development of Dental Anesthesiology As a Discipline and Its Role As a Model of Interdisciplinary Collaboration.,Journal of dental education,2016,background,False
2258,10.5210/ojphi.v11i2.10131,a98f2f5321ecfa7a98a63a70cece0a20228d14a5,10.1001/journalofethics.2016.18.9.pfor1-1609,Overcoming Historical Separation between Oral and General Health Care: Interprofessional Collaboration for Promoting Health Equity.,AMA journal of ethics,2016,background,False
2259,10.5210/ojphi.v11i2.10131,c2d120ed6d706b08d098dd9ef03b6808c3eaf9f0,10.1016/j.knosys.2016.04.022,Decision support systems for adoption in dental clinics: A survey,Knowl. Based Syst.,2016,,False
2260,10.5210/ojphi.v11i2.10131,078d6512cebb106dcad407d934f15f4f9c971ec7,10.1016/j.adaj.2017.01.026,Medical care providers' perspectives on dental information needs in electronic health records.,Journal of the American Dental Association,2017,,False
2261,10.5210/ojphi.v11i2.10131,233ed2a2be0a2898d3307de81db10fa6ef2fb1bb,10.1097/MLR.0000000000000754,"Comparing Population-based Risk-stratification Model Performance Using Demographic, Diagnosis and Medication Data Extracted From Outpatient Electronic Health Records Versus Administrative Claims",Medical care,2017,,False
2262,10.5210/ojphi.v11i2.10131,4509b7b66d713c41452b91e05965de04898abff1,10.1001/jamafacial.2017.1344,Integrating Data Collection Into Office Work Flow and Electronic Health Records for Clinical Outcomes Research,JAMA facial plastic surgery,2017,,False
2263,10.5210/ojphi.v11i2.10131,845ae3f70f6302265640e19fb7513511a7b22466,10.1016/j.ijmedinf.2017.08.007,Perceived critical success factors of electronic health record system implementation in a dental clinic context: An organisational management perspective,Int. J. Medical Informatics,2017,background,False
2264,10.5210/ojphi.v11i2.10131,ef6e7f49c81767695d3048e6fc43d3d0a8188f72,10.1016/j.future.2016.08.011,Research issues for privacy and security of electronic health services,Future Gener. Comput. Syst.,2017,,False
2265,10.5210/ojphi.v11i2.10131,50add3c1067f3f43dbf5de410ed7d4e7bb5a97f8,,A Survey of the Implementation and Usage of Electronic Dental Records and Digital Radiographs in Private Dental Practices in Mississippi,,2018,,False
2266,10.5210/ojphi.v11i2.10131,d8b970ed7fdf034d60a07ff1c8d7fb114e99619a,10.1097/NND.0000000000000450,"Enhancing Lesbian, Gay, Bisexual, and Transgender Cultural Competence in a Midwestern Primary Care Clinic Setting",Journal for nurses in professional development,2018,background,False
2267,10.5210/ojphi.v11i2.10131,e1116020a3811dc92f50cd5f5f255309281558f8,,A Comparative Study on the Features of Specialized Electronic Dental Record Systems,,2018,,False
2268,10.5210/ojphi.v11i2.10131,efb6a75f5ac0437b10ad94e26d5abcee92f1e525,10.1016/j.adaj.2018.01.006,Our dental care system is stuck: And here is what to do about it.,Journal of the American Dental Association,2018,background,False
2269,10.5210/ojphi.v11i2.10131,5033cf212b860161757885f393be0648419fe700,10.1016/j.nedt.2020.104573,"Delivering culturally competent care to the lesbian, gay, bisexual, and transgender (LGBT) population: Education for nursing students.",Nurse education today,2020,,False
2270,10.1111/j.1601-0825.2011.01794.x,2c1461efe4171ba295528335d9535b0576fe3d50,10.1159/000161732,Systematized nomenclature of pathology.,Pathologia et microbiologia,1967,,False
2271,10.1111/j.1601-0825.2011.01794.x,666f48f41adc379182eb8efd2197312a779df4dd,,Systematized nomenclature of pathology. Conversion to the computer language of medicine.,,1972,,False
2272,10.1111/j.1601-0825.2011.01794.x,c1e501c32fc9fd93b4edeb4d739d8bf681d044c2,10.1016/0169-2607(92)90053-A,Reading the medical record. I. Analysis of physicians' ways of reading the medical record.,Computer methods and programs in biomedicine,1992,,False
2273,10.1111/j.1601-0825.2011.01794.x,6b875b41d91ada06b87ceebba0724974bfe2660a,10.1136/jamia.1995.95202550,Where's the Science in Medical Informatics?,J. Am. Medical Informatics Assoc.,1995,background,False
2274,10.1111/j.1601-0825.2011.01794.x,c5a3f95c1402c6f2952085f9900ef9121e4104f6,,ICOHR: intelligent computer based oral health record.,,1995,,False
2275,10.1111/j.1601-0825.2011.01794.x,951865c6d89e9e7822700dad42caf8bd29896d48,10.1136/BMJ.312.7023.71,Evidence based medicine: what it is and what it isn't,BMJ,1996,,False
2276,10.1111/j.1601-0825.2011.01794.x,d6b4bcd315cf349c07ba2007021a49afae384efb,10.1038/SJ.DMFR.4600411,Decision-support systems in dentistry.,Journal of dental education,1996,,False
2277,10.1111/j.1601-0825.2011.01794.x,8d0c3a508ee2a833095c69e215f21c9308c1daa3,10.1136/jamia.1997.0040484,Research Paper: Evaluating the Coverage of Controlled Health Data Terminologies: Report on the Results of the NLM/AHCPR Large Scale Vocabulary Test,J. Am. Medical Informatics Assoc.,1997,,False
2278,10.1111/j.1601-0825.2011.01794.x,8f5cad134d44f04bbcf4e0e9204f0c2156bf5e6b,,Contextual design - defining customer-centered systems,,1997,,False
2279,10.1111/j.1601-0825.2011.01794.x,fbe506ff8d053b09f6d3caf5b55f915385fc90b1,,From paper to computer screen: Human information processing and interfaces to patient data.,,1997,,False
2280,10.1111/j.1601-0825.2011.01794.x,24f88f75378d096a865d8348ea1278565071cef6,10.1136/bmj.318.7197.1527,Influence of data display formats on physician investigators' decisions to stop clinical trials: prospective trial with repeated measures,BMJ,1999,,False
2281,10.1111/j.1601-0825.2011.01794.x,00f2905006a45fea498470c3473acf15f545b04b,,Dental informatics: a new career in dentistry.,Pennsylvania dental journal,2000,background,False
2282,10.1111/j.1601-0825.2011.01794.x,8767375b220c95de8209d8fc099b6fa128c373ce,,E-mail-based oral medicine consultation.,Journal of the California Dental Association,2000,background,False
2283,10.1111/j.1601-0825.2011.01794.x,bb1461f8e65914f6755a924398c760bb1aec5f44,10.1093/BIB/1.4.398,Ontology-based Knowledge Representation for Bioinformatics,Briefings Bioinform.,2000,,False
2284,10.1111/j.1601-0825.2011.01794.x,059bc899a99aa1a92b00b16238a277365560829f,10.14219/JADA.ARCHIVE.2001.0237,Dental informatics. A cornerstone of dental practice.,Journal of the American Dental Association,2001,,False
2285,10.1111/j.1601-0825.2011.01794.x,3cf76f1ef4cf1501675715f17d0c4df6338c87ec,10.1136/jamia.2001.0080235,White Paper: Toward an Informatics Research Agenda: Key People and Organizational Issues,J. Am. Medical Informatics Assoc.,2001,,False
2286,10.1111/j.1601-0825.2011.01794.x,454f3b6deb67b4901c18d33b9d5647927a8a4d78,10.1136/JAMIA.2001.0080235,Toward an Informatics Research Agenda,,2001,,False
2287,10.1111/j.1601-0825.2011.01794.x,2ca7f5a389b42514dbaa5b6fa47e86783842d0ad,10.1111/j.1749-6632.2002.tb04903.x,Integrated Visualization of Problemcentric Urologic Patient Records,Annals of the New York Academy of Sciences,2002,,False
2288,10.1111/j.1601-0825.2011.01794.x,b3e3ede84c16d86d86e45a47eefe9fac646b42fb,10.1055/S-0038-1634313,"Closing the loop between clinical practice, research, and education: the potential of electronic patient records.",,2002,,False
2289,10.1111/j.1601-0825.2011.01794.x,01104e391b33bc2f6bbbc0c2338f7eb4765efbff,10.1055/S-0038-1633850,The strategic approach of managing healthcare data exchange in Austria.,Methods of information in medicine,2004,,False
2290,10.1111/j.1601-0825.2011.01794.x,4f3164902a8f3ecc68be689703237b324a495519,10.1016/j.ijmedinf.2004.08.003,The think aloud method: a guide to user interface design,Int. J. Medical Informatics,2004,,False
2291,10.1111/j.1601-0825.2011.01794.x,5d703b4c121895ceaa72297badc49f9ec7fc94a8,10.1002/J.0022-0337.2004.68.6.TB03777.X,Clinical decision support systems: perspectives in dentistry.,Journal of dental education,2004,background,False
2292,10.1111/j.1601-0825.2011.01794.x,6b9e2065714ed181897853f110f5695de49f39dd,10.1016/J.JBI.2004.04.001,Incorporating ideas from computer-supported cooperative work,J. Biomed. Informatics,2004,,False
2293,10.1111/j.1601-0825.2011.01794.x,a63645c0d5ea04d7357e44dc4d2afcb19c2721a0,10.14219/JADA.ARCHIVE.2004.0413,Why integration is key for dental office technology.,Journal of the American Dental Association,2004,background,False
2294,10.1111/j.1601-0825.2011.01794.x,15c27d5bd4d3186d21cda16cf9e5c5cb6b36ace7,10.1001/JAMA.293.10.1223,Effects of computerized clinical decision support systems on practitioner performance and patient outcomes: a systematic review.,JAMA,2005,,False
2295,10.1111/j.1601-0825.2011.01794.x,3366030d7a0cebe35087c1dbb39d7bbddd17993a,10.1016/j.artmed.2004.07.017,Summarization from Medical Documents: A Survey,Artif. Intell. Medicine,2005,,False
2296,10.1111/j.1601-0825.2011.01794.x,3c7d95287a5817611cc302addda91713fe344c36,,Reproducibility of clinical attachment level and probing depth of a manual probe and a computerized electronic probe.,Journal of the International Academy of Periodontology,2005,,False
2297,10.1111/j.1601-0825.2011.01794.x,3f8f2b77a7f3342f90dbf78e783856c29392262b,10.14236/JHI.V13I3.598,Development of functional requirements for electronic health communication: preliminary results from the ELIN project.,Informatics in primary care,2005,methodology background,False
2298,10.1111/j.1601-0825.2011.01794.x,8a31cfe169d388518900dfa4edc02700de77ba9e,,SOMWeb - Towards an Infrastructure for Knowledge Sharing in Oral Medicine,MIE,2005,,False
2299,10.1111/j.1601-0825.2011.01794.x,d7d0fffd98dfa1b46fb48cb08027dc803f0ae801,10.1016/J.TRIPLEO.2004.01.009,MedView: an instrument for clinical research and education in oral medicine.,"Oral surgery, oral medicine, oral pathology, oral radiology, and endodontics",2005,,False
2300,10.1111/j.1601-0825.2011.01794.x,673fe274f3968321034e53ec393649d13a8c7e7e,,Integrated electronic health records management system.,Studies in health technology and informatics,2006,,False
